,tx_hash,index,type,raw_amount,dollar_value,token_contract_address,token_name,token_dollar_value,from,to,sender,timestamp
79,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,0,Transfer,1280000000000000000,4043.6096875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xa1bf0e900fb272089c9fd299ea14bfccb1d1c2c0,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
80,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,0,Transfer,5788693826611084664106633393,434904.5851208840416999080474,0x68bbed6a47194eff1cf514b50ea91895597fc91e,ANDY ETH,0.00007513000309700146,0xa1bf0e900fb272089c9fd299ea14bfccb1d1c2c0,0x3e9dd8088fe88472621f67ac502b784f0d852b71,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
81,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,0,Transfer,1280000000000000000,4042.4703125,None,Ethereum,3158.179931640625,0x3e9dd8088fe88472621f67ac502b784f0d852b71,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
82,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,0,Transfer,1280000000000000000,4042.4703125,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
83,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,3,Mint,1280000000000000000,4043.6096875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
84,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,3,Transfer,1280000000000000000,4043.6096875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xa1bf0e900fb272089c9fd299ea14bfccb1d1c2c0,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
85,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,3,Transfer,5759898622640417586197050642,432741.20135738903530698776993,0x68bbed6a47194eff1cf514b50ea91895597fc91e,ANDY ETH,0.00007513000309700146,0xa1bf0e900fb272089c9fd299ea14bfccb1d1c2c0,0x3e9dd8088fe88472621f67ac502b784f0d852b71,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
86,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,3,Transfer,1280000000000000000,4042.4703125,None,Ethereum,3158.179931640625,0x3e9dd8088fe88472621f67ac502b784f0d852b71,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
87,0xbcd0572cc301ec70e7e4dd5cb4e135f7e41f14fc967a5e8ea11d7c85dc802a23,3,Transfer,1280000000000000000,4042.4703125,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3e9dd8088fe88472621f67ac502b784f0d852b71,1710162623
88,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Mint,1000000000000000000,3159.070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
89,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Transfer,1000000000000000000,3159.070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
90,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Transfer,5456180989865072988816,10.468774781784638690967,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,LocalAI,0.0019187000580132008,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
91,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Transfer,103667438807436386787518,198.906720853908135128391,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,LocalAI,0.0019187000580132008,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
92,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Transfer,1000000000000000000,3158.179931640625,None,Ethereum,3158.179931640625,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
93,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,0,Transfer,1000000000000000000,3158.179931640625,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
94,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Mint,1000000000000000000,3159.070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
95,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Transfer,1000000000000000000,3159.070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
96,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Transfer,4187961881938825898741,8.035442705833098683587,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,LocalAI,0.0019187000580132008,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
97,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Transfer,79571275756837692076081,152.673411410828874988187,0x56b8be7c2d3ffe0d8d6feb4d4eb4650c3ea10bb6,LocalAI,0.0019187000580132008,0x7b7d829c8a6bd5cff41d1bca34834d74a381e1ff,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
98,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Transfer,1000000000000000000,3158.179931640625,None,Ethereum,3158.179931640625,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
99,0xc1a796c24a30a5c110b7cea4123085339445bb1953c014dd646e052f4fac510a,2,Transfer,1000000000000000000,3158.179931640625,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9449254fa5d4828fbb4af8438f72ab0607eec80e,1710162647
105,0xb9de9f69f52607d2661ef19d7ddd565d86d56ee8a8efe54c7ef06c620b72485a,0,Transfer,667470686473704476,2108.5866671463645572,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,0xa7bfc948d6e5b50cafb868aa75c5cefd7324c902,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,1710162695
106,0xb9de9f69f52607d2661ef19d7ddd565d86d56ee8a8efe54c7ef06c620b72485a,0,Transfer,160355802005886697238017,,0x50a69cea809b4afed9a31a72f049a5b0b33bf5e3,None,None,0xa7bfc948d6e5b50cafb868aa75c5cefd7324c902,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,1710162695
107,0xb9de9f69f52607d2661ef19d7ddd565d86d56ee8a8efe54c7ef06c620b72485a,2,Transfer,667470686473704476,2108.5866671463645572,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,0xa7bfc948d6e5b50cafb868aa75c5cefd7324c902,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,1710162695
108,0xb9de9f69f52607d2661ef19d7ddd565d86d56ee8a8efe54c7ef06c620b72485a,2,Transfer,143012632486719740949632,,0x50a69cea809b4afed9a31a72f049a5b0b33bf5e3,None,None,0xa7bfc948d6e5b50cafb868aa75c5cefd7324c902,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,0x75b5b2528ec04d27f4a67c5657805847db7ea63a,1710162695
109,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,0,Mint,100000000000000000,315.9070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
110,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,0,Transfer,100000000000000000,315.9070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
111,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,0,Transfer,101262941798021364435146,,0x1db61c337e5216941f53e6a0e41eed9640aec8bb,None,None,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
112,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,0,Transfer,100000000000000000,315.8179931640625,None,Ethereum,3158.179931640625,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
113,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,0,Transfer,100000000000000000,315.8179931640625,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
114,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,4,Mint,100000000000000000,315.9070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
115,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,4,Transfer,100000000000000000,315.9070068359375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
116,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,4,Transfer,69836624520668811608615,,0x1db61c337e5216941f53e6a0e41eed9640aec8bb,None,None,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
117,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,4,Transfer,100000000000000000,315.8179931640625,None,Ethereum,3158.179931640625,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
118,0xe3871507ad9fe26dd3b88e5b30185726417a222d2105a22354e052716e8877d1,4,Transfer,100000000000000000,315.8179931640625,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf35d238babbd1276bd44bbbe3cc51e78c97c49f0,1710162707
119,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,0,Mint,2000000000000000000,6318.14013671875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
120,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,0,Transfer,11496317060978536404901,3097.2112931239544742234,0x8c282c35b5e1088bb208991c151182a782637699,Monai,0.2694090008735657,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
121,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,0,Transfer,2000000000000000000,6318.14013671875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
122,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,0,Transfer,2000000000000000000,6316.35986328125,None,Ethereum,3158.179931640625,0x1518c211f611114decd1842894e08b803afcd27b,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
123,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,0,Transfer,2000000000000000000,6316.35986328125,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
124,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,1,Mint,2000000000000000000,6318.14013671875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
125,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,1,Transfer,11185489433673342171002,3013.4715326077610551717,0x8c282c35b5e1088bb208991c151182a782637699,Monai,0.2694090008735657,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
126,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,1,Transfer,2000000000000000000,6318.14013671875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
127,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,1,Transfer,2000000000000000000,6316.35986328125,None,Ethereum,3158.179931640625,0x1518c211f611114decd1842894e08b803afcd27b,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
128,0x623bae0e273896d748142353d5cec32276bf7f49b0ecded6d01eec70d57b6642,1,Transfer,2000000000000000000,6316.35986328125,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1518c211f611114decd1842894e08b803afcd27b,1710162863
129,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,0,Transfer,669053756907315428,2113.5876975692896127,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x331399c614ca67dee86733e5a2fba40dbb16827c,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
130,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,0,Transfer,5000000000000000000000000000,1196.4650070694915484637022018,0xb9f599ce614feb2e1bbe58f180f370d05b39344e,PepeFork,0.0000002392930014138983,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,0x331399c614ca67dee86733e5a2fba40dbb16827c,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
131,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,0,Transfer,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
132,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,0,Transfer,401581243824112618601,1070.2140141722161306,0x21e5c85a5b1f38bddde68307af77e38f747cd530,Doggensnout Skeptic,0.0000000026649999984584838,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
133,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,2,Transfer,669053756907315428,2113.5876975692896127,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x331399c614ca67dee86733e5a2fba40dbb16827c,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
134,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,2,Transfer,5000000000000000000000000000,1196.4650070694915484637022018,0xb9f599ce614feb2e1bbe58f180f370d05b39344e,PepeFork,0.0000002392930014138983,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,0x331399c614ca67dee86733e5a2fba40dbb16827c,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
135,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,2,Transfer,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
136,0xaca942abdc6cc4dfc3b5a59bf946115e815391475311a28870b2b7448fc0e1d9,2,Transfer,390036258895201134090,1039.44662935446380582,0x21e5c85a5b1f38bddde68307af77e38f747cd530,Doggensnout Skeptic,0.0000000026649999984584838,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,0x22728c62a44bc7f1fbb8f9f22e0ff13a5d1f791b,1710162935
137,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,0,Transfer,1864890565327657421,5891.319965692396218,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x0b1d8faff1fe1ead5ab05729b0739d758ed26024,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
138,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,0,Transfer,10000000000000000000,,0x857ffc55b1aa61a7ff847c82072790cae73cd883,None,None,0x711281c1b26aaed86e40e4caaf76c1962b45e161,0x0b1d8faff1fe1ead5ab05729b0739d758ed26024,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
139,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,0,Burn,1864890565327657421,5891.319965692396218,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,None,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
140,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,0,Transfer,1864890565327657421,5889.6599581237476246,None,Ethereum,3158.179931640625,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
141,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,0,Transfer,1864890565327657421,5889.6599581237476246,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
142,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,2,Transfer,1825667058196569302,5767.410158338495241,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x0b1d8faff1fe1ead5ab05729b0739d758ed26024,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
143,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,2,Transfer,10000000000000000000,,0x857ffc55b1aa61a7ff847c82072790cae73cd883,None,None,0x711281c1b26aaed86e40e4caaf76c1962b45e161,0x0b1d8faff1fe1ead5ab05729b0739d758ed26024,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
144,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,2,Burn,1825667058196569302,5767.410158338495241,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,None,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
145,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,2,Transfer,1825667058196569302,5765.7850650537821817,None,Ethereum,3158.179931640625,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
146,0xe081cfe651591ab6525ad185ca38ad9bfe3f6154e9811cb820e3b46af1e5bc9a,2,Transfer,1825667058196569302,5765.7850650537821817,None,Ethereum,3158.179931640625,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x711281c1b26aaed86e40e4caaf76c1962b45e161,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710162983
147,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,0,Transfer,330029074933742,2739.135853475032052,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,Grok,0.008299680426716805,0xdd2438bb231bed12de2f46b352c8252c43351d27,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
148,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,0,Transfer,1339369427490765177,4231.161868861708505,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
149,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,0,Transfer,657769821185164791336,1752.95657244450132549,0x21e5c85a5b1f38bddde68307af77e38f747cd530,Doggensnout Skeptic,0.0000000026649999984584838,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0xdd2438bb231bed12de2f46b352c8252c43351d27,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
150,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,2,Transfer,330029074933742,2739.135853475032052,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,Grok,0.008299680426716805,0xdd2438bb231bed12de2f46b352c8252c43351d27,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
151,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,2,Transfer,1339369427490765177,4231.161868861708505,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
152,0xcb677604ed47003bbb69511bed33c74a3f2a262e3e508337682b3536d6d64995,2,Transfer,647119341575911148975,1724.573044302258255586,0x21e5c85a5b1f38bddde68307af77e38f747cd530,Doggensnout Skeptic,0.0000000026649999984584838,0x898fcb7b4e3bee37ebb0ca3a3fbd08cefdc8c995,0xdd2438bb231bed12de2f46b352c8252c43351d27,0xdd2438bb231bed12de2f46b352c8252c43351d27,1710163031
153,0xaad7774f70fccad4b551f32964baa56254dc0796f8ea4192040b836ab97b06d4,0,Transfer,986994230302446247,3117.9839305918575776,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3159.070068359375,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x7edc297010f04c4e82b997bd60ef7eeaf9c360d5,0x711281c1b26aaed86e40e4caaf76c1962b45e161,1710163055
